Categoria;Marca;Modelo;Versão;Motor;Propulsão;Transmissão e Velocidades;"Ar
Condicionado";"Direção
Assistida";Combustível;"NMOG+NOx
(mg/km)";"CO
(mg/km)";"CHO
(mg/km)";Emissões Etanol (CO2 g/km);Emissões Gasolina/Diesel (CO2 g/km);Emissões PHEV (CO2 g/km);Consumo Etanol - Cidade (km/l);Consumo Etanol - Estrada (km/l);Consumo Gas. ou Di. - Cidade (km/l);Consumo Gas. ou Di. - Estrada (km/l);Consumo EV ou PHEV - Cidade (km/l e);Consumo EV ou PHEV - Estrada (km/l e);Consumo Energético (MJ/km);Autonomia Elétrico (km)
;;;;;;;;;;;;;;;;;;;;;;;
Médio;CHEVROLET;ONIX PLUS;LT;1.0T - 12V;Combustão;M-6;S;E;F;43;218;5;0;87;\;9,2;12,4;13,5;17,4;\;\;1,43;\
Médio;CHEVROLET;ONIX PLUS;LT2;1.0 - 12 V;Combustão;M-6;S;E;F;32;123;6;0;85;\;9,7;12,2;13,9;17,4;\;\;1,39;\
Médio;CHEVROLET;ONIX PLUS;PREMIER;1.0T - 12V;Combustão;A-6;S;E;F;42;147;6;0;99;\;8,5;11;12;15,6;\;\;1,59;\
Médio;CHEVROLET;ONIX PLUS;LT;1.0T - 12V;Combustão;A-6;S;E;F;42;147;6;0;99;\;8,5;11;12;15,6;\;\;1,59;\
Médio;CHEVROLET;ONIX PLUS;LTZ;1.0T - 12V;Combustão;A-6;S;E;F;42;147;6;0;99;\;8,5;11;12;15,6;\;\;1,59;\
Médio;CHEVROLET;ONIX PLUS;AT;1.0T - 12V;Combustão;A-6;S;E;F;42;147;6;0;99;\;8,5;11;12;15,6;\;\;1,59;\
Médio;CHEVROLET;ONIX PLUS (MY26);LTZ;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;0;97;\;8,5;11,2;12,2;16;\;\;1,57;\
Médio;CHEVROLET;ONIX PLUS (MY26);PREMIER;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;0;97;\;8,5;11,2;12,2;16;\;\;1,57;\
Médio;CHEVROLET;ONIX PLUS (MY26);MT;1.0T - 12V;Combustão;M-6;S;E;F;38;189;5;0;90;\;9,2;12,3;13,3;16,8;\;\;1,44;\
Médio;CHEVROLET;ONIX PLUS (MY26);LT;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;0;97;\;8,5;11,2;12,2;16;\;\;1,57;\
Médio;CHEVROLET;ONIX PLUS (MY26);MT;1.0 - 12 V;Combustão;M-6;S;E;F;36;234;5;0;87;\;9,8;12,1;13,9;17,1;\;\;1,39;\
Médio;CHEVROLET;ONIX PLUS (MY26);AT;1.0T - 12V;Combustão;A-6;S;E;F;46;203;6;0;97;\;8,5;11,2;12,2;16;\;\;1,57;\
Médio;CHEVROLET;ONIX (MY26);AT;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;0;99;\;8,6;10,9;12,1;15,3;\;\;1,59;\
Médio;CHEVROLET;ONIX (MY26);100 ANOS;1.0 - 12 V;Combustão;M-6;S;E;F;37;183;6;0;90;\;9,5;11,3;13,5;16,3;\;\;1,45;\
Médio;CHEVROLET;ONIX (MY26);LTZ;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;0;99;\;\;\;;;\;\;1,59;\
Médio;CHEVROLET;ONIX (MY26);PREMIER;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;0;99;\;\;\;;;\;\;1,59;\
Médio;CHEVROLET;ONIX (MY26);RS;1.0T - 12V;Combustão;A-6;S;E;F;48;199;5;0;104;\;\;\;;;\;\;1,68;\
Médio;CHEVROLET;ONIX (MY26);MT;1.0T - 12V;Combustão;M-6;S;E;F;41;211;5;0;87;\;9,8;12,4;13,7;17,7;\;\;1,38;\
Médio;CHEVROLET;ONIX (MY26);LT;1.0T - 12V;Combustão;A-6;S;E;F;44;162;5;0;99;\;8,6;10,9;12,1;15,3;\;\;1,59;\
Médio;CHEVROLET;ONIX (MY26);MT;1.0 - 12 V;Combustão;M-6;S;E;F;37;183;6;0;90;\;9,5;11,3;13,5;16,3;\;\;1,45;\
Médio;CHEVROLET;SPARK EUV;ACTIV;ELÉTRICO;ELÉTRICO;Automática (A);S;E;E;ND;ND;ND;\;\;\;\;\;\;\;47,4;34,9;0,5;258
Médio;CHEVROLET;SPIN;LS E;1.8L-8V;Combustão;M-6;S;E;F;44;656;4;0;115;\;7,7;8,6;11;12,5;\;\;1,87;\
Médio;CHEVROLET;SPIN;LS2;1.8L-8V;Combustão;M-6;S;E;F;44;656;4;0;115;\;7,7;8,6;11;12,5;\;\;1,87;\
Médio;CHEVROLET;SPIN;LT;1.8L-8V;Combustão;M-6;S;E;F;44;656;4;0;115;\;7,7;8,6;11;12,5;\;\;1,87;\
Médio;CHEVROLET;SPIN;LT;1.8L-8V;Combustão;A-6;S;E;F;46;643;5;0;115;\;7,4;9,3;10,5;13,4;\;\;1,87;\
Médio;CHEVROLET;SPIN;AT;1.8L-8V;Combustão;A-6;S;E;F;46;643;5;0;115;\;7,4;9,3;10,5;13,4;\;\;1,87;\
Médio;CHEVROLET;SPIN;LTZ5;1.8L-8V;Combustão;A-6;S;E;F;46;643;5;0;115;\;7,4;9,3;10,5;13,4;\;\;1,87;\
Médio;FIAT;CRONOS;1;1.0-6V;Combustão;M-5;S;E;F;36;445;3;0;92;\;9,7;11,2;13,4;15,9;\;\;1,46;\
Médio;FIAT;CRONOS;DRIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;36;445;3;0;92;\;9,7;11,2;13,4;15,9;\;\;1,46;\
Médio;FIAT;CRONOS;DRIVE1.3AT;1.3-8V;Combustão;CVT-7;S;E;F;42;216;4;0;99;\;8,9;10,7;12,6;14,6;\;\;1,57;\
Médio;FIAT;CRONOS;PREC 1.3AT;1.3-8V;Combustão;CVT-7;S;E;F;42;216;4;0;99;\;8,9;10,7;12,6;14,6;\;\;1,57;\
Médio;GWM;ORA 03;SKIN BEV48;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;41,7;35,7;0,52;232
Médio;GWM;ORA 03;GT BEV63;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;41,1;33,7;0,54;295
Médio;GWM;ORA 03;BEV58;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;42,8;36,1;0,51;315
Médio;HONDA;CITY;LX;1.5-16V;Combustão;CVT;S;E;F;20;202;1;0;95;\;9,3;10,4;12,8;15,5;\;\;1,53;\
Médio;HONDA;CITY;EX;1.5-16V;Combustão;CVT;S;E;F;20;202;1;0;95;\;9,3;10,4;12,8;15,5;\;\;1,53;\
Médio;HONDA;CITY;EXL;1.5-16V;Combustão;CVT;S;E;F;20;202;1;0;95;\;9,3;10,4;12,8;15,5;\;\;1,53;\
Médio;HONDA;CITY;TOURING;1.5-16V;Combustão;CVT;S;E;F;20;202;1;0;95;\;9,3;10,4;12,8;15,5;\;\;1,53;\
Médio;HONDA;CITY HATCH;LX;1.5-16V;Combustão;CVT;S;E;F;23;150;2;0;95;\;9,2;10,5;13,2;15;\;\;1,53;\
Médio;HONDA;CITY HATCH;EX;1.5-16V;Combustão;CVT;S;E;F;23;150;2;0;95;\;9,2;10,5;13,2;15;\;\;1,53;\
Médio;HONDA;CITY HATCH;EXL;1.5-16V;Combustão;CVT;S;E;F;23;150;2;0;95;\;9,2;10,5;13,2;15;\;\;1,53;\
Médio;HONDA;CITY HATCH;TOURING;1.5-16V;Combustão;CVT;S;E;F;23;150;2;0;95;\;9,2;10,5;13,2;15;\;\;1,53;\
Médio;HONDA;CITY HATCH;TOURING SPORT;1.5-16V;Combustão;CVT;S;E;F;23;150;2;0;95;\;9,2;10,5;13,2;15;\;\;1,53;\
Médio;HONDA;HR-V;EX HONDA SENSING;1.5-16V;Combustão;CVT;S;E;F;21;183;1;0;101;\;8,8;9,9;12,5;13,9;\;\;1,63;\
Médio;HONDA;HR-V;EXL HONDA SENSING;1.5-16V;Combustão;CVT;S;E;F;21;183;1;0;101;\;8,8;9,9;12,5;13,9;\;\;1,63;\
Médio;HONDA;HR-V;ADVANCE;1.5T-16V;Combustão;CVT;S;E;F;31;177;4;0;111;\;8;9,2;11,3;13;\;\;1,78;\
Médio;HONDA;HR-V;TOURING;1.5T-16V;Combustão;CVT;S;E;F;31;177;4;0;111;\;8;9,2;11,3;13;\;\;1,78;\
Médio;HONDA;HR-V (mod. 26);ADVANCE;1.5T-16V;Combustão;CVT;S;E;F;31;164;4;0;111;\;8,1;9,1;11,5;12,9;\;\;1,78;\
Médio;HONDA;HR-V (mod. 26);TOURING;1.5T-16V;Combustão;CVT;S;E;F;31;164;4;0;111;\;8,1;9,1;11,5;12,9;\;\;1,78;\
Médio;Hyundai;HB20S;Comfort;1.0-12V;Combustão;M-5;S;E;F;24;321;2;0;92;\;9,7;10,9;13,4;15,4;\;\;1,47;\
Médio;Hyundai;HB20S;Limited;1.0-12V;Combustão;M-5;S;E;F;24;321;2;0;92;\;9,7;10,9;13,4;15,4;\;\;1,47;\
Médio;Hyundai;HB20S;Platinum;1.0-12V;Combustão;M-5;S;E;F;24;321;2;0;92;\;9,7;10,9;13,4;15,4;\;\;1,47;\
Médio;Hyundai;HB20S;SE;1.0-12V;Combustão;M-5;S;E;F;24;321;2;0;92;\;9,7;10,9;13,4;15,4;\;\;1,47;\
Médio;Hyundai;HB20S;Comfort;1.0-12V T;Combustão;A-6;S;E;F;27;83;2;0;95;\;9,2;10,7;13;15,2;\;\;1,53;\
Médio;Hyundai;HB20S;Platinum Safety;1.0-12V T;Combustão;A-6;S;E;F;27;83;2;0;95;\;9,2;10,7;13;15,2;\;\;1,53;\
Médio;Hyundai;HB20S;SE;1.0-12V T;Combustão;A-6;S;E;F;27;83;2;0;95;\;9,2;10,7;13;15,2;\;\;1,53;\
Médio;Hyundai;KONA;Ultimate;1.6-16V HEV;Híbrido;DCT-6;S;E;G;34;108;1;\;74;\;\;\;18,4;16;\;\;1,21;\
Médio;Hyundai;KONA;Signature;1.6-16V HEV;Híbrido;DCT-6;S;E;G;34;108;1;\;74;\;\;\;18,4;16;\;\;1,21;\
Médio;JAC;e-JS4;e-JS4;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;47,5;39,1;0,47;307
Médio;Mercedes-Benz;A200 AMG LINE;;1.3-16V;Híbrido;DCT-7;S;E;G;27;135;1;\;103;\;\;\;12,1;14,3;\;\;1,66;\
Médio;MINI;Cooper;S 5P EXCLUSIVE;2.0 - 16V;Combustão;A-7;S;E;G;8;69;0;\;105;\;\;\;11,5;14,5;\;\;1,71;\
Médio;MINI;Cooper;S 5P TOP;2.0 - 16V;Combustão;A-7;S;E;G;8;69;0;\;105;\;\;\;11,5;14,5;\;\;1,71;\
Médio;MINI;Aceman;E;ELÉTRICO;ELÉTRICO;A;S;E;E;0;0;0;\;0;0;\;\;\;\;47,6;40,2;0,46;253
Médio;MINI;Aceman;SE;ELÉTRICO;ELÉTRICO;A;S;E;E;0;0;0;\;0;0;\;\;\;\;40,8;36,7;0,52;270
Médio;MINI;JCW-E;ACEMAN;ELÉTRICO;ELÉTRICO;A;S;E;E;0;0;0;\;0;0;\;\;\;\;41,2;39,8;0,5;312
Médio;MG;MG4;64 KWH COM / 64 KWH LUX;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;43,3;37,4;0,5;364
Médio;MG;MG4;64 KWH AWD;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;36,3;32,7;0,59;279
Médio;Nissan;Versa;SENSE CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;0;104;\;7,9;10,5;11,5;15;\;\;1,69;\
Médio;Nissan;Versa;ADVNC CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;0;104;\;7,9;10,5;11,5;15;\;\;1,69;\
Médio;Nissan;Versa;SR CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;0;104;\;7,9;10,5;11,5;15;\;\;1,69;\
Médio;Nissan;Versa;EXCL CVT;1.6-16V;Combustão;CVT;S;E;F;28;110;2;0;104;\;7,9;10,5;11,5;15;\;\;1,69;\
Médio;Peugeot;E2008;GT;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;38,2;35,3;0,55;261
Médio;Renault;Mégane;E-TECH;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;41,4;38,8;0,51;337
Sub Compacto;BYD;DOLPHIN MINI;GS EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;58,6;41,9;0,41;280
Sub Compacto;BYD;DOLPHIN MINI;GS 5 EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;58,6;41,9;0,41;280
Sub Compacto;BYD;DOLPHIN MINI;GL5EV;Elétrico;Elétrico;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;60,6;44,4;0,39;224
Sub Compacto;CAOA CHERY;ICAR EQ1;TEC;ELÉTRICO;ELÉTRICO;A-;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;50,8;38,6;0,46;198
Sub Compacto;FIAT;500E;ICON;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;47,3;40,4;0,46;227
Sub Compacto;FIAT;MOBI;TREKKING;1.0-6V;Combustão;M-5;S;E;F;38;281;3;0;91;\;9,8;10,6;14;15,1;\;\;1,46;\
Sub Compacto;FIAT;MOBI;LIKE;1.0-6V;Combustão;M-5;S;E;F;38;281;3;0;91;\;9,8;10,6;14;15,1;\;\;1,46;\
Sub Compacto;JAC;e-JS1;e-JS1;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;46,6;35;0,5;181
Sub Compacto;JAC;e-JS1;e-JS1 EXT;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;46,6;35;0,5;181
Sub Compacto;Renault;E-KWID;INTENS;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;ND;ND;\;0;\;\;\;\;\;52,7;39,6;0,44;185
Compacto;FIAT;ARGO;1;1.0-6V;Combustão;M-5;S;E;F;32;390;3;0;94;\;9,4;10,4;13,6;14,5;\;\;1,52;\
Compacto;FIAT;ARGO;DRIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;32;390;3;0;94;\;9,4;10,4;13,6;14,5;\;\;1,52;\
Compacto;FIAT;ARGO;DRIVE 1.3 AT;1.3-8V;Combustão;CVT-7;S;E;F;37;297;4;0;99;\;9;10,3;12,8;14,3;\;\;1,58;\
Compacto;Hyundai;HB20;Sense;1.0-12V;Combustão;M-5;S;E;F;23;257;2;0;93;\;9,9;10,7;13,3;15,4;\;\;1,48;\
Compacto;Hyundai;HB20;Comfort;1.0-12V;Combustão;M-5;S;E;F;23;257;2;0;93;\;9,9;10,7;13,3;15,4;\;\;1,48;\
Compacto;Hyundai;HB20;Limited;1.0-12V;Combustão;M-5;S;E;F;23;257;2;0;93;\;9,9;10,7;13,3;15,4;\;\;1,48;\
Compacto;Hyundai;HB20;Platinum;1.0-12V;Combustão;M-5;S;E;F;23;257;2;0;93;\;9,9;10,7;13,3;15,4;\;\;1,48;\
Compacto;Hyundai;HB20;SE;1.0-12V;Combustão;M-5;S;E;F;23;257;2;0;93;\;9,9;10,7;13,3;15,4;\;\;1,48;\
Compacto;Hyundai;HB20;Comfort;1.0-12V T;Combustão;A-6;S;E;F;24;76;2;0;95;\;9,2;10,2;13,2;14,7;\;\;1,54;\
Compacto;Hyundai;HB20;Platinum Safety;1.0-12V T;Combustão;A-6;S;E;F;24;76;2;0;95;\;9,2;10,2;13,2;14,7;\;\;1,54;\
Compacto;Hyundai;HB20;SE;1.0-12V T;Combustão;A-6;S;E;F;24;76;2;0;95;\;9,2;10,2;13,2;14,7;\;\;1,54;\
Compacto;MINI;Cooper;S 3P EXCLUSIVE;2.0 - 16V;Combustão;A-7;S;E;G;10;156;0;\;107;\;\;\;11,5;14;\;\;1,74;\
Compacto;MINI;Cooper;S 3P SPORT;2.0 - 16V;Combustão;A-7;S;E;G;10;156;0;\;107;\;\;\;11,5;14;\;\;1,74;\
Compacto;MINI;Cooper;S 3P TOP;2.0 - 16V;Combustão;A-7;S;E;G;10;156;0;\;107;\;\;\;11,5;14;\;\;1,74;\
Compacto;MINI;Cooper;S CABRIO;2.0 - 16V;Combustão;A-7;S;E;G;6;77;0;\;107;\;\;\;11,2;14,6;\;\;1,73;\
Compacto;MINI;Cooper;E;ELÉTRICO;ELÉTRICO;A;S;E;E;0;0;0;\;0;0;\;\;\;\;48,1;38,5;0,47;246
Compacto;MINI;Cooper;SE;ELÉTRICO;ELÉTRICO;A;S;E;E;0;0;0;\;0;0;\;\;\;\;45,2;37,3;0,49;303
Compacto;MINI;JCW-E;3P;ELÉTRICO;ELÉTRICO;A;S;E;E;0;0;0;\;0;0;\;\;\;\;43,8;40,2;0,48;306
Compacto;MINI;JCW;3P;2.0 - 16V;Combustão;A-7;S;E;G;5;84;0;\;112;\;\;\;10,8;13,9;\;\;1,81;\
Compacto;MINI;JCW;CABRIO;2.0 - 16V;Combustão;A-7;S;E;G;7;102;0;\;121;\;\;\;10,1;12,8;\;\;1,95;\
Compacto;NETA;AYA;COMFORT 4S;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;52,9;42,7;0,43;263
Compacto;NETA;AYA;LUXURY 4S;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;52,9;42,7;0,43;263
Compacto;PEUGEOT;208;STYLE MT;1.0-6V;Combustão;M-5;S;E;F;40;413;4;0;92;\;9,5;10,8;13,6;15,3;\;\;1,49;\
Compacto;PEUGEOT;208;ACTIVE MT;1.0-6V;Combustão;M-5;S;E;F;40;413;4;0;92;\;9,5;10,8;13,6;15,3;\;\;1,49;\
Compacto;PEUGEOT;208;ALLUR T200;1.0T-12V;Combustão;CVT-7;S;E;F;37;407;6;0;94;\;8,8;10,1;12,6;14,3;\;\;1,6;\
Compacto;PEUGEOT;208;GT T200;1.0T-12V;Combustão;CVT-7;S;E;F;31;339;3;0;104;\;8,3;9,7;12;13,7;\;\;1,69;\
Compacto;PEUGEOT;E-208;GT;ELÉTRICO;ELÉTRICO;A-1;S;E;E;ND;ND;ND;\;\;\;\;\;\;\;37,8;30,8;0,59;220
Médio;AUDI;A3 Spotback;Peformance (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;9;178;0;\;125;\;\;\;9,7;12,7;\;\;2,02;\
Médio;AUDI;A3 Spotback;Performance Black (ed.0);2.0 - 16V;Combustão;DCT-7;S;E;G;9;178;0;\;125;\;\;\;9,7;12,7;\;\;2,02;\
Médio;AUDI;A3 Spotback;Peformance;2.0 - 16V;Combustão;DCT-7;S;E;G;12;113;0;\;122;\;\;\;10,2;12,4;\;\;1,96;\
Médio;AUDI;A3 Spotback;Performance Black;2.0 - 16V;Combustão;DCT-7;S;E;G;12;113;0;\;122;\;\;\;10,2;12,4;\;\;1,96;\
Médio;BYD;DOLPHIN;GS 180EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;51,9;43,5;0,42;291
Médio;BYD;DOLPHIN;PLUS 310EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;42,1;36,8;0,51;330
Médio;BYD;YUAN PRO;GS 290EV;ELÉTRICO;ELÉTRICO;N.A.;S;E;E;0;0;0;\;0;\;\;\;\;\;44;35,7;0,51;250
Médio;CAOA CHERY;TIGGO 7;PHEV;1.5T -16V;Plug-in;DHT;S;E;G;7;52;1;\;110;18;\;\;12,3;11,9;36,4;28,8;0,62;60
Médio;CHEVROLET;ONIX;MT;1.0 - 12 V;Combustão;M-6;S;E;F;35;152;5;0;87;\;9,6;11,9;13,8;16,9;\;\;1,41;\
Médio;CHEVROLET;ONIX;LT;1.0 - 12 V;Combustão;M-6;S;E;F;35;152;5;0;87;\;9,6;11,9;13,8;16,9;\;\;1,41;\
Médio;CHEVROLET;ONIX;LT;1.0T - 12V;Combustão;M-6;S;E;F;36;196;5;0;89;\;9,3;11,7;13,5;16,7;\;\;1,44;\
Médio;CHEVROLET;ONIX;AT;1.0T - 12V;Combustão;A-6;S;E;F;43;174;6;0;101;\;8,2;10,5;12;14,8;\;\;1,65;\
Médio;CHEVROLET;ONIX;LT;1.0T - 12V;Combustão;A-6;S;E;F;43;174;6;0;101;\;8,2;10,5;12;14,8;\;\;1,65;\
Médio;CHEVROLET;ONIX;LTZ;1.0T - 12V;Combustão;A-6;S;E;F;43;174;6;0;101;\;8,2;10,5;12;14,8;\;\;1,65;\
Médio;CHEVROLET;ONIX;PREMIER;1.0T - 12V;Combustão;A-6;S;E;F;43;174;6;0;101;\;8,2;10,5;12;14,8;\;\;1,65;\
Médio;CHEVROLET;ONIX;RS;1.0T - 12V;Combustão;A-6;S;E;F;41;165;5;0;106;\;8,2;9,8;11,8;13,5;\;\;1,71;\
Médio;VOLVO;EX30;E60 ULTRA;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;43,2;35,3;0,52;338
Médio;VOLVO;EX30;E60 PLUS;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;43,2;35,3;0,52;338
Médio;VOLVO;EX30;E60 CORE;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;43,2;35,3;0,52;338
Médio;VOLVO;EX30;TWIN ULTRA;Elétrico;Elétrico;A-1;S;E;E;ND;0;0;\;0;\;\;\;\;\;33,4;32;0,62;316
Médio;VOLVO;EX30;E40 CORE;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;40,1;33,9;0,55;250
Médio;Volkswagen;VIRTUS;"COMFORTLINE 200TSI
AUTOMÁTICO";1.0-12V;Combustão;A - 6;S;E;F;19;97;1;0;101;\;8,3;10,2;12,1;14,7;\;\;1,64;\
Médio;Volkswagen;VIRTUS;"HIGHLINE 200TSI
AUTOMÁTICO";1.0-12V;Combustão;A - 6;S;E;F;19;97;1;0;101;\;8,3;10,2;12,1;14,7;\;\;1,64;\
Médio;Volkswagen;VIRTUS;TSI AUTOMÁTICO;1.0-12V;Combustão;A - 6;S;E;F;18;118;2;0;100;\;8,5;10,4;12,2;14,9;\;\;1,62;\
Médio;Volkswagen;VIRTUS;TSI MECÂNICO;1.0-12V;Combustão;M - 5;S;E;F;16;248;1;0;93;\;9,2;11,2;13,2;15,8;\;\;1,49;\
Médio;Volkswagen;VIRTUS;SENSE TSI MECÂNICO;1.0-12V;Combustão;M - 5;S;E;F;16;248;1;0;93;\;9,2;11,2;13,2;15,8;\;\;1,49;\
Médio;Volkswagen;VIRTUS;"EXCLUSIVE 250TSI
AUTOMÁTICO";1.4 -16V;Combustão;A - 6;S;E;F;17;96;1;0;105;\;8,1;9,9;11,7;14;\;\;1,7;\
Médio;Volkswagen;POLO;TSI MECÂNICO;1.0-12V;Combustão;M - 5;S;E;F;21;215;2;0;88;\;9,6;11,4;13,9;16,3;\;\;1,43;\
Médio;Volkswagen;POLO;SENSE TSI AUTOMÁTICO;1.0-12V;Combustão;A - 6;S;E;F;17;117;2;0;93;\;9;11,1;13,1;16,1;\;\;1,5;\
Médio;Volkswagen;POLO;MPI;1.0-12V;Combustão;M - 5;S;E;F;32;119;2;0;92;\;9,3;10,9;13,5;15,7;\;\;1,48;\
Médio;Volkswagen;POLO;TRACK 1.0 MPI;1.0-12V;Combustão;M - 5;S;E;F;32;119;2;0;92;\;9,3;10,9;13,5;15,7;\;\;1,48;\
Médio;Volkswagen;POLO;TRACK ROBUST 1.0 MPI;1.0-12V;Combustão;M - 5;S;E;F;32;119;2;0;92;\;9,3;10,9;13,5;15,7;\;\;1,48;\
Médio;Volkswagen;TERA;MPI;1.0-12V;Combustão;M - 5;S;E;F;33;100;3;0;96;\;9,1;10,2;13,2;14,7;\;\;1,55;\
Grande;TOYOTA;COROLLA CROSS;XR 20;2.0 - 16V;Combustão;CVT;S;E;F;18;111;0;0;112;\;7,6;8,8;11,2;13;\;\;1,84;\
Grande;TOYOTA;COROLLA CROSS;XRE 20;2.0 - 16V;Combustão;CVT;S;E;F;18;111;0;0;112;\;7,6;8,8;11,2;13;\;\;1,84;\
Grande;TOYOTA;COROLLA CROSS;XRX 20;2.0 - 16V;Combustão;CVT;S;E;F;18;111;0;0;112;\;7,6;8,8;11,2;13;\;\;1,84;\
Grande;TOYOTA;COROLLA CROSS;GRS;2.0 - 16V;Combustão;CVT;S;E;F;18;111;0;0;112;\;7,6;8,8;11,2;13;\;\;1,84;\
Grande;TOYOTA;COROLLA CROSS;XRV HYBRID;1.8-16V;Híbrido;CVT;S;E;F;32;190;3;0;85;\;11,6;9,9;16,6;14;\;\;1,36;\
Grande;TOYOTA;COROLLA CROSS;XRX HYBRID;1.8-16V;Híbrido;CVT;S;E;F;32;190;3;0;85;\;11,6;9,9;16,6;14;\;\;1,36;\
Grande;TOYOTA;COROLLA;GLI;2.0-16V;Combustão;CVT;S;E;F;12;209;1;0;103;\;8;10;11,9;14,5;\;\;1,68;\
Grande;TOYOTA;COROLLA;GLI 20;2.0-16V;Combustão;CVT;S;E;F;12;209;1;0;103;\;8;10;11,9;14,5;\;\;1,68;\
Grande;TOYOTA;COROLLA;XEI 20;2.0-16V;Combustão;CVT;S;E;F;12;209;1;0;103;\;8;10;11,9;14,5;\;\;1,68;\
Grande;TOYOTA;COROLLA;ALTIS 20;2.0-16V;Combustão;CVT;S;E;F;12;209;1;0;103;\;8;10;11,9;14,5;\;\;1,68;\
Grande;TOYOTA;COROLLA;GRS;2.0-16V;Combustão;CVT;S;E;F;12;209;1;0;103;\;8;10;11,9;14,5;\;\;1,68;\
Grande;TOYOTA;COROLLA;ALTIS HV;1.8 16V;Híbrido;CVT;S;E;F;32;150;2;0;79;\;12,5;10,7;17,5;15,2;\;\;1,26;\
Grande;TOYOTA;COROLLA;APREMIUMH;1.8 16V;Híbrido;CVT;S;E;F;32;150;2;0;79;\;12,5;10,7;17,5;15,2;\;\;1,26;\
Grande;TOYOTA;COROLLA;GLI HEV;1.8 16V;Híbrido;CVT;S;E;F;32;150;2;0;79;\;12,5;10,7;17,5;15,2;\;\;1,26;\
Grande;VOLVO;EC40;6 CORE;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;41,7;37,2;0,51;385
Grande;VOLVO;EC40;6 PLUS;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;41,7;37,2;0,51;385
Grande;VOLVO;EC40;6 ULTRA;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;41,7;37,2;0,51;385
Grande;VOLVO;EC40;8 CORE;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;36,6;32,6;0,59;404
Grande;VOLVO;EC40;8 PLUS;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;36,6;32,6;0,59;404
Grande;VOLVO;EC40;8 ULTRA;ELÉTRICO;ELÉTRICO;A;S;E;E;ND;0;0;\;0;\;\;\;\;\;36,6;32,6;0,59;404
